video_id,username,video_url,error
7558112863768825143,wlli83cv47,https://www.tiktok.com/@wlli83cv47/video/7558112863768825143,Download failed
7558112815073004831,erin689jy,https://www.tiktok.com/@erin689jy/video/7558112815073004831,Download failed
7558113337511316750,yanisleidileyvaro,https://www.tiktok.com/@yanisleidileyvaro/video/7558113337511316750,Skipped: video too long (408s > 180s limit)
7558113460412796174,k9bv8qtcm4,https://www.tiktok.com/@k9bv8qtcm4/video/7558113460412796174,Download failed
7558114070612675895,news35227,https://www.tiktok.com/@news35227/video/7558114070612675895,Download failed
7558114024722894135,habarientertainment,https://www.tiktok.com/@habarientertainment/video/7558114024722894135,Download failed
7558114424372907295,nicolejosephinedecor,https://www.tiktok.com/@nicolejosephinedecor/video/7558114424372907295,Download failed
7558114412867898679,habarientertainment,https://www.tiktok.com/@habarientertainment/video/7558114412867898679,Download failed
7558114227395759373,un_trader1,https://www.tiktok.com/@un_trader1/video/7558114227395759373,Download failed
7558114659090402591,divinitysieren,https://www.tiktok.com/@divinitysieren/video/7558114659090402591,Download failed
7558114883821145375,cryptowewo217,https://www.tiktok.com/@cryptowewo217/video/7558114883821145375,Skipped: video too long (181s > 180s limit)
7558115439952366903,housaniti,https://www.tiktok.com/@housaniti/video/7558115439952366903,Download failed
7558114906772376887,user3225411618591,https://www.tiktok.com/@user3225411618591/video/7558114906772376887,Download failed
7558114991342095629,habarientertainment,https://www.tiktok.com/@habarientertainment/video/7558114991342095629,Download failed
7558115577122934047,thejourneyofalyfetime,https://www.tiktok.com/@thejourneyofalyfetime/video/7558115577122934047,Skipped: video too long (266s > 180s limit)
7558115464027622670,habarientertainment,https://www.tiktok.com/@habarientertainment/video/7558115464027622670,Download failed
7558116098806156574,ccrichardson1,https://www.tiktok.com/@ccrichardson1/video/7558116098806156574,Download failed
7558116355333967135,kl999888666,https://www.tiktok.com/@kl999888666/video/7558116355333967135,Download failed
7558116402763222285,irisgutierrezvcrealtor,https://www.tiktok.com/@irisgutierrezvcrealtor/video/7558116402763222285,Download failed
7558116230889000247,habarientertainment,https://www.tiktok.com/@habarientertainment/video/7558116230889000247,Download failed
7558116298568273165,donutdogooder,https://www.tiktok.com/@donutdogooder/video/7558116298568273165,Download failed
7558116662327692558,hd.newz.4,https://www.tiktok.com/@hd.newz.4/video/7558116662327692558,Skipped: video too long (203s > 180s limit)
7558116612675489079,pitbullpickers,https://www.tiktok.com/@pitbullpickers/video/7558116612675489079,Skipped: video too long (188s > 180s limit)
7558116600382082318,murdermedia22,https://www.tiktok.com/@murdermedia22/video/7558116600382082318,Download failed
7558117119846534455,clarencexallen,https://www.tiktok.com/@clarencexallen/video/7558117119846534455,Download failed
7558117253963631927,wealth.wars,https://www.tiktok.com/@wealth.wars/video/7558117253963631927,Download failed
7558117611041590558,joyfulpets,https://www.tiktok.com/@joyfulpets/video/7558117611041590558,Download failed
7558117406078438687,mattrades_,https://www.tiktok.com/@mattrades_/video/7558117406078438687,Download failed
7558117538828274975,lindseylovely2,https://www.tiktok.com/@lindseylovely2/video/7558117538828274975,Download failed
7558117497644403998,user6591851056002,https://www.tiktok.com/@user6591851056002/video/7558117497644403998,Skipped: video too long (180s > 180s limit)
7558117680402779447,explain.america63,https://www.tiktok.com/@explain.america63/video/7558117680402779447,Skipped: video too long (283s > 180s limit)
7558117634370276638,deishalh,https://www.tiktok.com/@deishalh/video/7558117634370276638,Download failed
7558117915237616927,joyfulpets_ashleigh,https://www.tiktok.com/@joyfulpets_ashleigh/video/7558117915237616927,Download failed
7558117413024320823,viang1835,https://www.tiktok.com/@viang1835/video/7558117413024320823,Download failed
7558117963790961950,desirearankins,https://www.tiktok.com/@desirearankins/video/7558117963790961950,Download failed
7558118208348212510,dan.wootton.outspo1,https://www.tiktok.com/@dan.wootton.outspo1/video/7558118208348212510,Skipped: video too long (180s > 180s limit)
7558118808293100855,greg.verde6,https://www.tiktok.com/@greg.verde6/video/7558118808293100855,Download failed
7558118629070490910,keonrau1,https://www.tiktok.com/@keonrau1/video/7558118629070490910,Skipped: video too long (218s > 180s limit)
7558119313157131533,lluxaparell,https://www.tiktok.com/@lluxaparell/video/7558119313157131533,Download failed
7558119256911646007,user6014426937061,https://www.tiktok.com/@user6014426937061/video/7558119256911646007,Skipped: video too long (181s > 180s limit)
7558119330429422878,shankeytherealtor,https://www.tiktok.com/@shankeytherealtor/video/7558119330429422878,Skipped: video too long (235s > 180s limit)
7558119490878328094,tksway1,https://www.tiktok.com/@tksway1/video/7558119490878328094,Skipped: video too long (188s > 180s limit)
7558119906269515038,breakingusa4,https://www.tiktok.com/@breakingusa4/video/7558119906269515038,Download failed
7558120123849002253,chasjewett,https://www.tiktok.com/@chasjewett/video/7558120123849002253,Skipped: video too long (314s > 180s limit)
7558120051228855582,user1590242486852,https://www.tiktok.com/@user1590242486852/video/7558120051228855582,Download failed
7558119999374642462,im.jus.vonyea,https://www.tiktok.com/@im.jus.vonyea/video/7558119999374642462,Download failed
7558120116232195358,commander_fox8,https://www.tiktok.com/@commander_fox8/video/7558120116232195358,Download failed
7558120018542644510,morganfraser510,https://www.tiktok.com/@morganfraser510/video/7558120018542644510,Skipped: video too long (289s > 180s limit)
7558120240832318750,jezebel.reads,https://www.tiktok.com/@jezebel.reads/video/7558120240832318750,Download failed
7558120187686391071,realelibandman,https://www.tiktok.com/@realelibandman/video/7558120187686391071,Download failed
7558120181294239031,user6184909717173,https://www.tiktok.com/@user6184909717173/video/7558120181294239031,Skipped: video too long (180s > 180s limit)
7558120874491088159,nicolejosephinedecor,https://www.tiktok.com/@nicolejosephinedecor/video/7558120874491088159,Download failed
7558120863380311309,labelllove28,https://www.tiktok.com/@labelllove28/video/7558120863380311309,Download failed
7558120869566991646,bussinjugs,https://www.tiktok.com/@bussinjugs/video/7558120869566991646,Download failed
7558120766370336031,vannz702,https://www.tiktok.com/@vannz702/video/7558120766370336031,Download failed
7558121059841477943,banned.chumahan,https://www.tiktok.com/@banned.chumahan/video/7558121059841477943,Skipped: video too long (186s > 180s limit)
7558121197225921823,coachd.speaks.show,https://www.tiktok.com/@coachd.speaks.show/video/7558121197225921823,Skipped: video too long (180s > 180s limit)
7558121030225579277,ntv.official0,https://www.tiktok.com/@ntv.official0/video/7558121030225579277,Skipped: video too long (262s > 180s limit)
7558121066934062391,lhyfhf5,https://www.tiktok.com/@lhyfhf5/video/7558121066934062391,Download failed
7558121035023912205,cayden.nq,https://www.tiktok.com/@cayden.nq/video/7558121035023912205,Download failed
7558121528706075934,user3061595395774,https://www.tiktok.com/@user3061595395774/video/7558121528706075934,Skipped: video too long (183s > 180s limit)
7558121572444163342,muzamilsindhi0826,https://www.tiktok.com/@muzamilsindhi0826/video/7558121572444163342,Download failed
7558121732507274509,kjaydenn,https://www.tiktok.com/@kjaydenn/video/7558121732507274509,Skipped: video too long (350s > 180s limit)
7558121991111265549,blackhadjy1,https://www.tiktok.com/@blackhadjy1/video/7558121991111265549,Download failed
7558122092303076663,viang1835,https://www.tiktok.com/@viang1835/video/7558122092303076663,Download failed
7558122373690494238,born4ms,https://www.tiktok.com/@born4ms/video/7558122373690494238,Download failed
7558123411860360503,huekndnmonia,https://www.tiktok.com/@huekndnmonia/video/7558123411860360503,Download failed
7558123249855433998,carlituhh,https://www.tiktok.com/@carlituhh/video/7558123249855433998,Download failed
7558123174278237471,laurensmccarrtt,https://www.tiktok.com/@laurensmccarrtt/video/7558123174278237471,Skipped: video too long (182s > 180s limit)
7558123659953573175,hsusjaokahsij,https://www.tiktok.com/@hsusjaokahsij/video/7558123659953573175,Download failed
7558123452155170061,ui61xeoxe5,https://www.tiktok.com/@ui61xeoxe5/video/7558123452155170061,Download failed
7558124067581136159,expert.news.live,https://www.tiktok.com/@expert.news.live/video/7558124067581136159,Skipped: video too long (443s > 180s limit)
7558124039034719518,lahometourss,https://www.tiktok.com/@lahometourss/video/7558124039034719518,Download failed
7558124148455787790,girlyandrich.hq,https://www.tiktok.com/@girlyandrich.hq/video/7558124148455787790,Download failed
7558124518280154398,darizzler.09,https://www.tiktok.com/@darizzler.09/video/7558124518280154398,Download failed
7558124267494296887,hdjdjdcbhs,https://www.tiktok.com/@hdjdjdcbhs/video/7558124267494296887,Download failed
7558123484807761166,whispersunplugged,https://www.tiktok.com/@whispersunplugged/video/7558123484807761166,Download failed
7558125102475382046,shannonlove75,https://www.tiktok.com/@shannonlove75/video/7558125102475382046,Skipped: video too long (343s > 180s limit)
7558125051128597791,expert.news.live,https://www.tiktok.com/@expert.news.live/video/7558125051128597791,Skipped: video too long (594s > 180s limit)
7558124770248658231,lvrgrrrl,https://www.tiktok.com/@lvrgrrrl/video/7558124770248658231,Download failed
7558124997152148791,irenevalarezosoflrealtor,https://www.tiktok.com/@irenevalarezosoflrealtor/video/7558124997152148791,Download failed
7558124957620866359,blockchainbullhorn441,https://www.tiktok.com/@blockchainbullhorn441/video/7558124957620866359,Skipped: video too long (211s > 180s limit)
7558124792675618061,cryptolegend5,https://www.tiktok.com/@cryptolegend5/video/7558124792675618061,Download failed
7558125000365018399,hhyabc13460,https://www.tiktok.com/@hhyabc13460/video/7558125000365018399,Download failed
7558125505078168863,user5159582659632,https://www.tiktok.com/@user5159582659632/video/7558125505078168863,Skipped: video too long (180s > 180s limit)
7558125449260305677,daily.news.608,https://www.tiktok.com/@daily.news.608/video/7558125449260305677,Skipped: video too long (365s > 180s limit)
7558125564243037470,user4519203252274,https://www.tiktok.com/@user4519203252274/video/7558125564243037470,Download failed
7558125424979512606,user754711606015,https://www.tiktok.com/@user754711606015/video/7558125424979512606,Download failed
7558125775535230238,j.lane1417,https://www.tiktok.com/@j.lane1417/video/7558125775535230238,Skipped: video too long (486s > 180s limit)
7558125764542008589,displaced.ak,https://www.tiktok.com/@displaced.ak/video/7558125764542008589,Download failed
7558126229107379487,user7810714459884,https://www.tiktok.com/@user7810714459884/video/7558126229107379487,Skipped: video too long (180s > 180s limit)
7558126512273231134,mrsriche509,https://www.tiktok.com/@mrsriche509/video/7558126512273231134,Skipped: video too long (351s > 180s limit)
7558126408216743223,chichi_bang.bang,https://www.tiktok.com/@chichi_bang.bang/video/7558126408216743223,Download failed
7558126343200820535,kicksignal1,https://www.tiktok.com/@kicksignal1/video/7558126343200820535,Download failed
7558126641042558238,thomas_freeme,https://www.tiktok.com/@thomas_freeme/video/7558126641042558238,Download failed
7558126621757033741,panjabi.vlog1,https://www.tiktok.com/@panjabi.vlog1/video/7558126621757033741,Skipped: video too long (286s > 180s limit)
7558127110842240311,riley_botha,https://www.tiktok.com/@riley_botha/video/7558127110842240311,Download failed
7558127306808511799,hopsivwe2,https://www.tiktok.com/@hopsivwe2/video/7558127306808511799,Skipped: video too long (240s > 180s limit)
7558127286172519694,smellgoodwithjenna,https://www.tiktok.com/@smellgoodwithjenna/video/7558127286172519694,Download failed
7558127176218955038,itslucyred,https://www.tiktok.com/@itslucyred/video/7558127176218955038,Skipped: video too long (222s > 180s limit)
7558127432411221261,bmarionc8,https://www.tiktok.com/@bmarionc8/video/7558127432411221261,Skipped: video too long (182s > 180s limit)
7558127629006556447,sweetjazztreatsbakery,https://www.tiktok.com/@sweetjazztreatsbakery/video/7558127629006556447,Skipped: video too long (202s > 180s limit)
7558127534127238431,owantalks,https://www.tiktok.com/@owantalks/video/7558127534127238431,Skipped: video too long (430s > 180s limit)
7558127488396807479,themarketwithalex,https://www.tiktok.com/@themarketwithalex/video/7558127488396807479,Download failed
7558128052019023135,user309325077994,https://www.tiktok.com/@user309325077994/video/7558128052019023135,Skipped: video too long (180s > 180s limit)
7558128026144296205,josecota4139,https://www.tiktok.com/@josecota4139/video/7558128026144296205,Skipped: video too long (256s > 180s limit)
7558128143249181965,banditandbot,https://www.tiktok.com/@banditandbot/video/7558128143249181965,Skipped: video too long (242s > 180s limit)
7558128436691127565,evangelistmikedyal,https://www.tiktok.com/@evangelistmikedyal/video/7558128436691127565,Skipped: video too long (2498s > 180s limit)
7558128492555111711,owantalks,https://www.tiktok.com/@owantalks/video/7558128492555111711,Skipped: video too long (488s > 180s limit)
7558128642283343134,itsbillyred,https://www.tiktok.com/@itsbillyred/video/7558128642283343134,Download failed
7558128350347283726,dnl.inv,https://www.tiktok.com/@dnl.inv/video/7558128350347283726,Download failed
7558128705101450510,brazen.nation.med,https://www.tiktok.com/@brazen.nation.med/video/7558128705101450510,Skipped: video too long (196s > 180s limit)
